,Player,KM Cluster,Postion,Age,TeamAbbrv,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15
83,Joe Harris,7,Guard-Forward,28.0,BKN,-0.5676641877036824,-0.08963132485692153,5.2040229338428095,-0.008228941461275327,2.6044087590497815,-0.4211528652284483,-0.8453544335573235,0.11661108211936351,-1.653142316833604,-0.22670718174537655,1.0136524915026053,-0.00793857562460565,0.66967656866313,0.6005353593567665,0.35142179484460173
84,Lou Williams,1,Guard,33.0,LAC,-8.123864017243383,3.225389486549814,-1.7720304082921472,1.6586695676579541,0.9220571735721309,0.4485361796501915,0.11095869800779541,1.3787055160241415,-1.4385786051631149,1.107892117144322,-1.1743457192392728,-0.08356036457811435,1.1508027449742837,0.7422830901809431,-0.25585662911760587
85,Malik Monk,2,Guard,22.0,CHA,-1.7115916212124525,-2.0204525365935524,-0.5616732627692477,0.1966719120733678,0.6613370891269995,-1.6277198238684927,0.49784014126817044,0.24344993262204326,0.4336141813199819,-1.4227797999023006,-0.15283484231658326,-1.2181463953916896,-0.32667725536821524,1.2528464821938685,1.0205497963443346
86,Robert Covington,7,Forward,29.0,HOU,0.6022721801508385,1.310392458844754,4.472318300686888,-3.0166935417110583,-1.1781781156428524,0.6280839584633224,-0.9735865225762228,-1.3665148153123101,1.743436317800085,-0.39049992768241626,-0.30563533655030395,-1.811222334253793,-1.6850763436323817,-0.3224894795523156,0.2468696155980044
87,Rudy Gobert,3,Center,28.0,UTA,14.696050993840618,9.763401100703428,-2.1611234964556263,-2.879506717621677,2.107793495462091,1.0721791181003182,-1.9752600993111966,0.2933509153721552,-2.6301841053248367,0.19232122049026534,2.7811267984123487,-1.5165324342598587,-0.42234719909848883,-1.5099201588451554,-0.0823028768669166
88,T.J. Warren,5,Forward,26.0,IND,-3.2752214439695955,4.1912361613279705,3.839105150339042,-0.9477197103208252,0.7381328115589023,-1.010450773964804,2.5860683717992643,-2.6838861501697413,-0.012181750317631974,2.609990458022533,0.38585372591612443,-0.5615939475312173,-0.18733825355984204,1.9347181010244277,-0.11703637151691892
89,Taj Gibson,4,Forward,35.0,NYK,7.58555246696338,-1.1935304071080985,-1.5079945302885223,2.2075855524103094,0.7860093736184344,-1.174650827893161,-0.12417279538739977,-0.8223360412815611,1.4821028784140862,1.5902311699055018,-1.5606981086928737,0.43195357872566464,-0.09719740480765358,0.16781199341385628,0.28503913036479317
90,Thon Maker,6,Forward-Center,23.0,DET,3.976562544590831,-6.0717508759712615,-3.621301894601667,1.4229814264372522,-0.3857388770492297,-0.07769014020648991,-0.8510116446099907,1.3608813569490532,2.0215845355456477,0.820676973104611,2.063771251760516,-0.9848447195915745,0.26792079767665417,1.3597980918319987,0.6069079879852962
91,Tim Hardaway Jr.,7,Guard-Forward,28.0,DAL,-3.7635853525360212,0.07073853081103494,4.921104627453362,1.6921951847463679,1.5547634552020944,0.21349929406946927,0.06808883386741066,0.6427463361370281,-0.4007540123029843,-0.7769395701454327,-0.4207333639716119,0.4831691442440553,-1.130074111502043,-0.5892004505077442,-0.36775766104827845
92,Andre Drummond,3,Center,26.0,CLE,9.53566118386419,11.975258137133872,-2.6789968023680193,-4.097836700345901,-4.5423218470225,-1.6477040910388294,-0.9172284165850592,-1.057015201534697,1.169727375131757,-0.4315755471251285,2.6663416308629935,-0.017418283032519077,0.33672091002044074,-0.5951144435318808,0.8777731253154727
93,Damian Jones,4,Center,25.0,ATL,8.986806217696754,-1.741177948614383,-1.469808709064564,-0.05513115657270911,4.122484601284246,-2.1025145173633613,-1.7242079315227412,-0.6402551147908957,1.6559787898482736,-1.527463687968443,-1.4382893624882458,-0.19437774997054938,1.3210314834959829,-0.8366180030063846,1.862722908391312
94,Hassan Whiteside,3,Center,31.0,POR,13.076349328748952,9.391157104613754,-1.3888771951049892,1.2932128334362394,-0.1515589890327555,0.7584167513498951,0.5948696416901172,-2.1331816163294133,-1.5525777467182114,0.41113709618622685,0.9008347086264921,-1.1789530858568835,-1.0677131116024,-1.6262799375361905,-0.7723978828759442
95,JaVale McGee,4,Center-Forward,32.0,LAL,8.632639289324498,0.3242009593281297,-1.8222740642540733,-1.0214801827377316,3.2198601734288355,1.1821023325088538,2.1800421245027333,-2.214141458031554,0.5112803414265751,0.5590498468378681,-1.1622906316014405,-0.7337059744672892,-1.6266116417092678,-0.9257808002269606,-0.4205147737574851
96,James Ennis III,6,Forward,29.0,ORL,0.6710019910208372,-4.371634175960041,0.9379110492265463,-1.3108087258253032,1.0916479827604708,-2.3112031185416537,1.5907830152400912,-0.08185227306138526,0.16179039970228476,0.09160359228654852,-0.16821823511169748,0.42860350138328107,0.6347088519695328,0.5999871281652649,0.11995516564096528
97,James Harden,1,Guard,30.0,HOU,-10.94841408421803,14.216184091451149,-4.174294722655397,-3.052215791810178,2.671397116058063,3.6437198571111606,3.0782551534562,8.819665107089289,8.038280696610308,-1.6082203719784607,0.7049001157356704,-0.6644608890676013,-0.1983764561234895,-4.291763565312554,-0.8541196023622996
98,Jonas Valanciunas,3,Center,28.0,MEM,10.037579556241875,7.751833090903788,-1.0366991987204748,2.3851018824193027,-1.3648265782832847,1.2765428542222776,0.8580679320748973,-1.5890347135362743,-0.38711125628826637,-1.102811212140432,0.24484455186342402,0.28754178702119604,-0.5839975361554675,0.4788195927228968,-0.0445615797338359
99,Josh Okogie,7,Guard,21.0,MIN,-1.0956016972898093,-1.4305730295192123,0.42437922557110747,-3.1178971253402734,-0.9562081495193855,-2.4628957725724865,1.1740127572592132,-0.35063156652729455,0.679522785723925,-1.385530335761515,0.4046737294276844,-1.1083708815242537,-0.17355326367678092,-0.7537074435100822,0.6143736272293385
100,Kendrick Nunn,5,Guard,24.0,MIA,-6.036051918665944,1.3124702665723424,1.1740041312981009,0.984591266745092,1.1759077508440983,-1.1004174091305858,-0.5854256768300086,-0.3603449511159187,-1.698683745855294,1.5507727433181082,0.7821071492991429,0.4783498703490993,-0.4881304335368183,0.05161267496030317,-0.9424172144698112
101,Kris Dunn,5,Guard,26.0,CHI,-3.6132437901369845,-0.7673752685641988,-1.1332825234812343,-5.342508168046404,-2.9512408369095944,1.20339812537082,-1.243737939063814,-2.5061510918931966,1.203709153527248,-0.3850643323498038,-0.023900669792262772,-1.0691445426874855,-1.153571937292941,-0.5006897384776783,0.8710852055704029
102,LeBron James,1,Forward,35.0,LAL,-6.402310972258078,10.941270483935282,-2.6950836837017507,-1.5134967289954795,0.9266319900939918,2.556972609135527,2.2062145392677897,2.139469309443485,1.0486251984475852,-0.8584045607531351,0.14365049761268495,2.3208505760311486,2.0069120616962897,1.2254893517669971,0.8789019386634932
103,Maurice Harkless,6,Forward-Guard,27.0,NYK,1.8560220496983522,-3.216730391697269,1.0191087979110651,-2.7645948645131324,0.07699688075964609,-0.08048909302885526,0.18539270301719893,-0.5301526419998339,1.12702815148071,0.4976145292256072,-0.48550731216183474,1.2267439828432538,0.1505122283958296,0.43585268402204536,-1.992037523018894
104,Mitchell Robinson,4,Center-Forward,22.0,NYK,11.012038028816933,2.8090749217197937,-1.811054522291437,-2.411571070693839,5.0206991729448935,3.0143880456162035,-1.3880508928400832,-1.6915122049462807,0.2770844095366685,2.3534632175550745,0.5394928488536179,-1.6275151826272563,-1.7528820351322647,-2.9633297211715988,-0.8573261378361564
105,Rudy Gay,0,Forward-Guard,33.0,SAS,0.09489730549591295,0.6627437484489695,0.9891971154244309,2.275964974415836,-0.669140118837043,-0.276736430222404,2.4827968911004397,-0.6525416766668674,1.0507351513457124,0.38112836557696467,-1.3898071755290826,0.1843480971878602,-1.592351790374221,-0.07362786927570145,-0.24933685902684266
106,Ryan Arcidiacono,6,Guard,26.0,CHI,-1.4574408746936554,-6.001707361462294,0.48229169956348344,-0.30496042958896497,1.278803526075036,0.9009947779975898,0.46743931830657853,0.5513918327759693,-1.6946538862953777,-0.09866690182534087,-1.1525039195143465,2.296986465472363,0.822970209123897,-0.24189933750686146,-1.051124244713466
107,Semi Ojeleye,6,Forward,25.0,BOS,2.311163841346007,-6.98420696250141,1.0060924265430335,1.4901654750887783,-0.036127332844315956,1.2203948657243087,-0.15515922624750247,1.8767707468397306,0.3726934039002953,-0.042688515696325265,-1.736280668347372,-0.9030644985483615,1.3438839331189478,0.1541141198742803,-1.5719707439631394
108,Seth Curry,5,Guard,29.0,DAL,-4.66558975986841,-2.2272729345860087,1.9685145136456235,1.782986898770951,1.2747230562344292,1.820917135934099,-0.09526863880229486,-2.819694979405871,0.3133758231517796,-0.7271893703659639,0.43210092949952233,-0.29054312389067843,-0.027880089890964483,-1.368825821747229,-0.5802605898654195
109,Wesley Matthews,7,Guard,33.0,MIL,-1.4896668709257512,-4.414304661725061,3.285177073239791,-0.9286810637953228,0.8274296123534162,2.334196181925302,0.8218730376840203,0.5822439680618593,-1.9417638399734152,0.006331730185112858,0.7727312238975401,1.7320545802525105,-1.125719887661617,-0.21790813237483514,-0.13404859669727529
110,Al Horford,0,Center-Forward,34.0,PHI,4.17031506580008,4.022908603228886,1.9005912147331776,2.3964868999559825,-2.958132867854133,1.219294793361644,-1.5211360068455173,-0.03758012416615938,0.009807115732537607,1.2400505931824932,-1.5175963854628256,2.0031961006123105,0.12465598629235723,0.043821711002515897,-0.054503455426628496
111,Alex Caruso,6,Guard,26.0,LAL,-1.0651082640638834,-3.8480340785623555,-0.552641015444101,-3.219803208536102,-0.21956832845417715,1.2384397289219933,0.8669169382148914,-0.3866135918932218,-1.3004753916567167,-1.0140767912807422,-1.700568888118332,0.9829440180622283,0.8225348488936016,-0.4356962134605373,-0.2502063597943527
112,Austin Rivers,2,Guard,27.0,HOU,-3.7321226448548743,-3.1355330840437343,-0.20814889982347864,0.014370646162001245,-0.027525779423051726,0.4428008287569367,-0.401950180044342,0.5408164956938529,1.3761005929135737,-2.2674466176137424,1.1803620727215163,0.8065270361337978,-0.7488753228758249,-2.8615556059660032,-1.6027283959180256
113,Cody Zeller,4,Forward-Center,27.0,CHA,7.495162224661226,2.815011693906947,-1.8087674770850957,-0.07153652456517329,-1.060365314982902,-2.201646381793457,-0.4989574717887204,-0.8446292015169325,0.7008359404073787,-1.8497627733912274,-0.7593213000691317,-0.14638266190422466,1.7623932630781887,0.07658414095827279,0.6348460987614751
114,Dejounte Murray,5,Guard,23.0,SAS,-4.922597460757923,2.383496562225396,-1.678364903350496,-2.0477810935107588,-2.539443730456309,-0.3508453177609852,-0.6663053419383409,-3.171956698191783,1.9573079338861135,1.8979284538676933,-2.1970470669864537,-0.7878692857536549,0.18020906451387592,-0.03483226648535538,0.8642994703313225
115,Eric Paschall,0,Forward,23.0,GSW,0.2586523281219931,3.3761352342911226,0.9846660040930489,1.6869253732633962,-0.10384192087985994,-3.3393574337183223,1.8572964120421427,-0.515227981125763,1.6670579023942511,-1.4293872694872287,-0.12860500373322448,0.8916594779978347,-0.2753055274046051,-0.23641222106951967,-2.476783614368771
116,Ersan Ilyasova,6,Forward,33.0,MIL,4.450238192057224,-2.962647669753745,0.5549722870796756,0.9208702113494268,0.7135571129154389,0.8633094725493805,2.4748956067116565,0.614026272693232,-0.5336970529853822,0.35462768499295344,-2.3370918091125334,-0.9361897430599587,0.9667018378133574,0.3840090988175421,-0.4041787433901773
117,Glenn Robinson III,7,Forward,26.0,PHI,-1.4366073009073523,0.4348177451673304,3.847823642868744,-0.5147085263918606,0.7273086723149416,-3.172652965520125,0.23862078780694038,-3.001761974082512,0.9933391471907792,1.4926981451101753,0.7859135234425134,-1.4602887432438565,0.12558143726502524,-0.23767688660322922,-0.6492105497292611
118,JJ Redick,7,Guard,36.0,NOP,-2.9774625395740872,-1.2149626604380745,4.878191655453027,3.1191139978717586,3.2787146508733613,-0.2647098050835354,0.3976329306459808,-0.8768456294001005,-0.9668279829607972,-0.29260729933634255,0.2853092188603404,-0.4037913118505863,1.5508371949731965,-1.7180735189221543,0.31907764999118954
119,Jayson Tatum,1,Forward-Guard,22.0,BOS,-4.4315708965899425,7.542905625975272,1.5673975749180298,-0.5106815778732243,-0.580931235695959,1.198711669186182,2.5296605913240544,1.9870949400681819,1.2917740143947536,1.5360973065328238,-0.04207137581149889,-1.0674498205304532,-1.018211916732009,0.14736709668923548,0.29530961211134865
120,LaMarcus Aldridge,3,Center-Forward,34.0,SAS,6.561889853597926,8.612649603575676,2.6467299894492364,7.04308194719496,-5.033196347253826,-0.34764663665639,-0.9000858634177072,-2.2243039512304903,-0.035789862169221046,2.968804365810928,-1.5016956639754349,1.5199253305138984,1.2452053622414097,-2.0692382976361663,2.089871667851684
121,Marquese Chriss,4,Forward,22.0,GSW,7.9072131397823195,2.1916277496218015,-1.749533059713601,-0.8290954192952518,0.13154443450197095,-1.9583613062699845,-0.18970312106576892,-1.3453076240824844,0.5790498969281609,-0.9168499051549047,-1.1540489297939616,0.06660842526965705,1.183581066750326,-0.18305907206249283,0.1282228140391567
122,Mo Bamba,4,Center,22.0,ORL,7.513606491733393,-2.664478300040173,-1.8835732560185763,0.0799908356104817,-0.46430738550381095,0.48799894037638414,1.6278490901500766,0.7881481895048458,-0.8826198166784237,1.8652897957381127,-1.65005008868838,0.08818866747246078,-0.24539500241370213,-2.194059062953768,2.4293469109266277
123,Pat Connaughton,6,Guard,27.0,MIL,1.9321627151372964,-3.663757450666581,0.18796899128187197,-1.7728676226610918,1.2819121827677795,0.36453851206405924,1.817078480657805,0.07223727822224878,-1.0305319153174701,0.11936421944143497,0.43994649021891163,0.6002288043857741,-0.5527880076113405,0.9102020883336636,0.40964749752790514
124,Robin Lopez,4,Center,32.0,MIL,6.347879711540771,-2.7321823389077804,-0.4495633924783727,2.49369063831244,0.12864518928536967,1.9928316881980337,1.0795598095570105,1.5589311387946247,-0.7048555889413962,-0.5800782504529804,-1.8508768425922228,-1.5353636743508503,-2.290140955731987,1.1044167563492657,0.849950396554836
125,Tony Snell,7,Guard,28.0,DET,-2.6505093541061178,-3.090692645984689,4.327264196656121,0.4927766362200236,1.19637288092773,-0.16263425152538682,-1.1554666888432366,-1.6130342439908587,0.04835104220039697,-2.0356678437257214,0.18029311596647785,-0.9682702605815225,-1.270972851346227,-0.20407731432517545,-0.2308558691163152
126,Trae Young,1,Guard,21.0,ATL,-12.517931487849859,8.935320426399139,-3.997595918593364,1.4470670466835422,3.039900388580234,0.5933731255222251,-3.7496769879858083,0.9319581126267134,0.09685263319129482,-0.7794391008312677,0.5340747442896571,-1.2506954540734623,2.458131722640152,-0.16292802356922145,1.0393970258272711
127,Tristan Thompson,3,Center-Forward,29.0,CLE,8.540628239814456,7.075254017939872,-2.2594691955163206,-0.10546846492917293,-1.4218258567154172,-2.662671144520184,-2.048107248329614,0.5369037840864168,-0.31570836348936526,-1.1162404228679894,0.5529526039136207,-0.5135097083769848,0.013866998243110657,-0.8287714705734207,-1.3511089216773495
128,Troy Brown Jr.,5,Guard-Forward,20.0,WAS,-2.238236581149599,0.15042951879738847,0.459606470484404,-1.3936794475248595,-0.37812502410960563,-1.9642545280578465,-0.04384430910935541,-2.0251297720661143,0.8208929809836331,0.40148860421246,-0.7972551219618085,0.7013022810801355,0.739622178347674,-0.024421516116716703,-0.34900298898922355
129,Willie Cauley-Stein,4,Center,26.0,DAL,8.661530871919489,2.032123608127361,-2.662359800590931,-1.8567239679884553,1.1907371481339224,-1.291721233591973,0.17222430635689867,-1.740306196599712,0.43074418227186734,1.274971460353172,-0.23643467256848436,-0.9885047842064238,-0.26864740150364724,-0.5455582991861254,-0.9517855407397552
130,Aaron Gordon,0,Forward,24.0,ORL,0.539527512887789,3.5089312164314124,0.15134351778259625,-0.5229623167409021,-1.1581202164316897,-1.826541978631454,1.6077040426317717,-0.11259681711632949,0.016097408815648615,0.011063682395147338,-0.12459988798747074,0.23637943269211772,0.23185683481957509,-0.15202582584850313,0.9233757234344482
131,Aaron Holiday,5,Guard,23.0,IND,-5.593209470563707,-1.3194476662710939,-1.0880910015360714,0.49411110096086397,-1.1465290861568929,2.2682288702132727,-1.2708186299626285,-0.4513726813490584,-1.3785215089702014,-0.7380496258048168,0.6991285935084863,0.23216520077035926,-1.2609400698599675,-0.9269218046761559,-0.035658845257529895
132,Alec Burks,5,Guard,28.0,PHI,-4.558596623416031,1.9824975578909565,0.41220398380632656,0.7333633500061414,0.6760469891156362,-1.6976945350791974,0.9184326408755109,-0.1446959153879174,-0.47424007892187403,1.277320255099594,0.05913089363397322,0.36766003797123625,-0.1954549902744094,0.24191489615357656,0.3642718417651024
133,Donte DiVincenzo,7,Guard,23.0,MIL,-2.016065192900309,-0.8403881979404603,0.3380346082656588,-3.8573777691899465,-0.07322203826727969,1.916140280409943,2.377533540229592,-1.5417597495536501,-1.3140212447250763,0.86111845346783,0.018070046272768626,0.06388565001063494,-1.1326018073016928,0.3747971182090053,-0.5621224151424854
134,Frank Ntilikina,2,Guard,21.0,NYK,-4.522309440337999,-3.178395065103674,-2.3947252316873593,0.5034389867645307,-2.1566563517620767,0.8094303224818461,-1.9492019535381817,-1.9849458903275456,-0.2261394344190055,0.6228811954315188,-0.6464222198721974,0.593240685619366,-0.8274872621351144,-1.6318594165247482,-0.4116273402604033
135,Justin Jackson,6,Forward,25.0,DAL,1.1942954651092772,-4.858609958233786,0.8335303624068457,1.3064742553429922,1.119857865628239,-2.6273240802335542,0.49241732031665914,0.4828451619672931,-0.3041922212417856,-0.6834804416479415,-0.768084440359859,0.2385212383759005,-1.2385561495852582,0.8901140678087902,0.011564916632976504
136,Meyers Leonard,4,Forward-Center,28.0,MIA,5.907839183277732,-2.381655945342161,1.4449876387832545,2.286972439951183,3.3377316156713945,1.8885647482666479,-1.6793611377809934,-0.14158747663707438,1.4382504228560062,-1.377159972130811,-0.12496977356674513,1.689564137439515,0.9219073960817268,1.0681886517191168,-1.632422609164183
137,Omari Spellman,0,Forward,22.0,MIN,3.571923294661198,-1.325994709952359,0.2933320996823946,1.690354646040288,-1.8983700413944367,-0.2978071517174441,0.7001499843074901,-0.28232012171648047,1.749332608985048,-0.7070896957096117,-2.5096530580970677,-0.0039699478544688764,0.6303639238659092,-0.056407231541216386,-0.21509563121359201
138,Steven Adams,3,Center,26.0,OKC,9.004573295270177,6.336129528379814,-2.184094408717198,0.4048621663111106,-0.47249494241293727,1.171220657238838,-0.3839175522148326,-2.189111765092573,-1.24495868346534,-1.6920145984140662,0.5141803150313616,-0.43111491396487417,-2.2761556980960074,1.4826891744960515,-1.5751582781509994
139,Vince Carter,2,Guard-Forward,43.0,ATL,0.17650606057565735,-5.198491056604846,-0.1543028547489948,3.5690346735439538,-2.5055313565067303,-0.32817592008759755,0.30854540297596766,0.17476547674868026,0.042339699766226674,-1.1117040616936658,-0.6804956164711949,-1.1394182705726819,-2.974877595981198,-0.021930391874708775,-0.10005958714330022
140,Cam Reddish,7,Forward-Guard,20.0,ATL,-3.3666578913847895,-1.0270996633643612,2.172324136824568,-1.5592820023119403,-1.3645227040564158,-2.460551875071698,-0.8141410262112891,0.5089820007425943,-0.06474331411357039,1.141646342924989,-0.25855036001247483,-0.7437947122349342,-0.752576739785483,-0.3551571651090267,-0.8122285848917248
141,Daniel Theis,4,Forward-Center,28.0,BOS,9.286699352512606,2.3780832894963146,0.15751012746057338,-0.7590246490276581,0.9665634732055758,1.6211339052746274,-1.2280387615705262,-0.26317476212956104,-1.974170773937027,0.8402424800685176,-1.4302476813999916,-0.8367239354745081,0.7450406406379202,-0.2798210269826683,0.3617872950828777
142,Danuel House Jr.,7,Forward-Guard,27.0,HOU,-0.09735034808140478,-0.839128023025522,6.190084589290636,-2.7704712894737566,-0.26235713459154303,0.2332961784427206,-0.8149109580963604,0.6696733285687384,0.5576900787616235,-0.836235323533676,0.4690904659408472,-0.6247905063471386,-0.6224145619927839,-1.7737306468406884,-1.051359344773255
143,Dario Saric,0,Forward-Center,26.0,PHX,2.6267682083323347,1.274350330046015,2.0300675539198343,1.1227153279805187,-0.3563164023799578,-1.8886887380937731,0.3896712420865505,-1.3664564106297377,-0.249047416881789,-2.153137006157723,-0.4185614256615281,0.1879262084937946,-1.6610654602501622,0.8492338676644383,-1.7127851998034411
144,Garrett Temple,7,Guard-Forward,34.0,BKN,-2.504034660255569,-1.8059051669327855,3.813337563995161,-1.0882201320719096,-1.0000100867049029,1.111355443430817,-0.509643957269039,1.018895991354896,-0.885019652589864,-0.174411121962108,-0.30447990484281745,-1.0269869254002748,-1.167057306012193,-1.2490585294167191,-0.37190818154502514
145,Georges Niang,6,Forward,27.0,UTA,0.24472093748220866,-6.397961329358092,1.364234495022396,2.7578557631650855,1.3543140541063232,1.3657202324916207,0.3548713162158763,-0.11061394871537826,1.3637036108617908,-2.1569267642184986,1.7869497926480769,-1.0332558508602572,-0.04105011526759718,1.6046289373061207,1.3509999980674912
146,Giannis Antetokounmpo,3,Forward,25.0,MIL,1.003521449498792,14.065912702835439,-1.2270752646279885,-2.614787539904215,-0.5217393706909487,4.2453772634600515,6.823204377522876,1.3196342837247013,-0.5575913620621082,-1.6051493710405846,2.326952540860249,1.7909245923063248,-0.3790612190811884,0.08788379572244227,0.7976754301632129
147,Isaac Bonga,6,Guard,20.0,WAS,1.151479157825692,-3.7898344080512127,-1.0265109291269878,-1.9068768707566621,0.19142441438206947,0.2826282043532747,0.96784212403795,-1.326931606417247,1.590628485300093,-1.808636906948584,-0.1780766444013709,-0.6416122243021513,0.3221761812171189,0.741111002742953,0.7628106163562974
148,Ja Morant,1,Guard,20.0,MEM,-7.494011968994947,5.652304332731446,-3.9754334148661727,-1.385128436022179,2.2464720053339233,0.3890555936041664,-0.8264279851830036,0.3714937283724235,-1.6804823541327467,-0.7277398344799608,-1.1969750900592664,0.3665872513558479,0.38727304414643177,1.3969811972495103,0.3205773675378929
149,Jae Crowder,7,Forward,29.0,MIA,-1.322105748051716,-1.1961499079724967,3.082771232712965,-2.755914813307154,0.0630830971837653,-1.1710816693860786,-1.2200563023922772,0.344724402231745,0.22908002675791075,1.0169365867075137,0.9568239046288771,0.6365499579312975,0.276914292233717,0.197417991860493,-0.2533521770356802
150,Jeff Teague,5,Guard,32.0,ATL,-6.66006542691762,0.8278886495634169,-4.980566591615958,1.1870112342481498,0.25275275647461676,-0.11501098074268103,-1.337644156197209,0.8764809029573463,0.6514978571118901,-2.051571831778093,-0.27721989639311123,-1.8307702409516646,0.4915833284738411,-1.0307367083981986,-1.6607959180188645
151,Jordan Poole,2,Guard,21.0,GSW,-3.90893069960155,-3.7034397320774515,-0.7097067224660673,1.1255300091329659,-2.4447022468681414,-2.904083714153623,0.8377791352875161,1.7194064301702747,-1.189574192695107,0.23296551479240385,-0.23463383533310142,-1.396916020984872,2.3217978998959223,-0.0779442307432899,-2.1398110721127486
152,Josh Hart,7,Guard,25.0,NOP,-0.4870278339615353,-1.3706666028754375,4.493083286875949,-3.273818174472149,-0.08760955366766567,0.47318289384152323,-0.6935153238095961,0.3416110028124804,1.6542688544341333,0.144431001828288,-0.5515886799706392,-0.4292341025486961,0.18933271637601576,0.4332159508272053,-0.04589884534154763
153,Kelly Olynyk,6,Forward-Center,29.0,MIA,3.3242193221820773,-1.9221384876774732,1.8647453138451977,0.7004109933195324,0.9443222815458191,0.6162768977168694,-0.14131911133665237,0.8075884603241519,0.6483465479061407,0.22473057434451107,-1.1122804437323568,1.0808713999104196,1.3074796917369664,1.3860672164362742,-0.4933298030835804
154,Kyle Anderson,6,Forward-Guard,26.0,MEM,0.23502363337442905,-1.7173055572666813,-0.9338553274443341,-0.7649450670953212,-0.3202599864319083,0.5144502358779364,1.3747996958385744,-1.9236358811845673,0.4130856608345983,0.6571100956566074,-0.820650814340099,-0.15990521064164123,-1.898885370359861,1.3259099233059897,-0.5137452968813139
155,Solomon Hill,6,Forward,29.0,MIA,-0.6087753814278851,-3.589943050836589,1.4090324368968952,0.32843287360235224,-0.7281261732470402,-0.3321918032643497,0.20295104653767854,-1.3310263971215786,0.9710310000936956,-1.0563854529561822,-1.2613802616735907,0.09897354962570566,-1.060341309884552,-0.23899939315467875,-1.1335755688911513
156,Will Barton,5,Guard,29.0,DEN,-3.884611293213305,3.276383123543849,0.6539519552933833,-1.7138121300212856,0.7326691522794921,-0.13479608726001738,0.11066656004602461,-0.04528565503981489,-1.156642849771419,1.156096762863297,0.12361944868279286,1.2086131737084036,-0.3072005913015125,0.8129164525523574,-0.7245165304362702
157,Brandon Clarke,4,Forward,23.0,MEM,7.021899092408943,3.0660998880811428,1.0695171537243855,0.2708184896511739,2.018987091866396,1.4248511512168354,0.8364122472114688,-2.038858630983717,0.3128806892922726,-0.9760336164160222,-0.9607952369790536,-0.4832597504240654,0.3363957930859997,0.41399264065184677,-0.1801366342381573
158,Brandon Ingram,1,Forward,22.0,NOP,-5.315466310017787,7.689949738358077,3.8569002576599325,1.031612014272082,0.9554307989832759,-0.06966521394039847,1.0642451828996766,1.8593206578527697,1.2660196002414152,-0.08151770829238755,-0.8942504417578367,-0.6564672366180111,-0.9164275224997855,-0.5478526479810527,0.6696181626622297
159,Chris Boucher,4,Forward-Center,27.0,TOR,7.16978542704198,-2.6483625976687444,-1.5317428615189086,-0.7843373944184976,0.14751549933398986,0.9842616807652325,1.8880764559381444,1.5901888334995375,-0.783971861433127,1.0747413738450862,-1.597670498071065,-1.08390797223787,0.1009684268211235,-1.3871791234840773,2.2035143196236566
160,Danilo Gallinari,0,Forward,31.0,OKC,-0.6073453681041129,3.014936994608322,3.4143485181680586,4.233228248936592,-0.6088232437293964,-0.5210068565921687,1.2461737937816102,1.095837642223126,0.7285090046506228,-1.5281699748672772,-1.2134642599860366,-0.011418712144185227,0.3998460229829457,-0.30591208271645515,1.2333058952651141
161,Gorgui Dieng,4,Center,30.0,MEM,5.971196508985733,-0.6301550883592959,0.2337114426318325,0.5310322336813185,-1.0847201261034518,3.026684729053085,-0.7054358907463824,0.8739493989039077,0.5560639340422335,0.8331058881976939,-1.686837396804546,-0.5750518180861927,0.458028495211542,0.3795283546954884,1.4471795991225571
162,Khris Middleton,1,Forward,28.0,MIL,-5.2651690847378125,5.931298349450084,2.0165888054881957,3.687139103220075,0.2541982787085925,3.1139121862467176,3.527738398049447,-0.5271480063020008,0.10803413324383232,2.480585459412828,-1.6596627792893939,0.3993930031731538,-0.35429592399877213,1.041913089024689,-0.057749758869680756
163,Kyle Korver,2,Guard-Forward,39.0,MIL,-1.1695444363755607,-6.281353086009577,2.251956667170847,2.790990452365993,0.4541891821970962,3.2722647661584854,1.654471548010493,0.07674746715718306,-1.7111666146389244,-0.4506277351176992,1.3181614645942517,-3.1997558786524443,0.6140535616091393,0.12060985701973714,-0.6465002819791708
164,Lonzo Ball,5,Guard,22.0,NOP,-4.330992898368919,2.6353779524250007,2.328143839592015,-3.845955214541582,-0.9321484460785666,0.7267438058560427,-3.7991334845060827,-0.0993789793905983,-0.1853833627309394,0.9472159812133538,-0.6882597451527416,1.3773234860109151,-1.1664553082110893,-0.4309202875899549,1.3762745135604202
165,Marco Belinelli,2,Guard,34.0,SAS,-1.6432830645238259,-6.570239210624754,0.9625393413349387,2.928097501645434,1.0061896379052522,-1.8343745502344213,0.634800624486258,0.14081709346903884,-1.2080932023626545,2.1893261370518386,0.8240392619308612,1.5743764814075802,1.4289585017356619,-1.0727964636574536,0.4353191530329336
166,Matisse Thybulle,6,Guard-Forward,23.0,PHI,-0.47191850854039,-5.591779843303759,1.8109307276102664,-4.225182601949378,-0.9165271170764817,0.26752371612078313,0.3433390980841958,-0.8836807605705181,0.6421542898393474,0.2906873401410039,0.27497996952246434,-0.06937105224327206,1.4647553185657716,1.1289773214695809,0.6659746918558929
